,Serie,Date,Value
407,KPI-Direct-NA-NA-P1 Form Completes,2023-01-01,2.0
408,KPI-Other-NA-NA-Web Visits,2023-01-02,1879.0
409,KPI-Other-NA-NA-P1 Form Visitors,2023-01-02,464.0
410,KPI-Other-NA-NA-P1 Form Completes,2023-01-02,1.0
411,KPI-Direct-NA-NA-Web Visits,2023-01-02,6133.0
412,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-02,35.0
413,KPI-Direct-NA-NA-P1 Form Completes,2023-01-02,1.0
414,KPI-Search-NA-NA-Web Visits,2023-01-02,2889.0
415,KPI-Search-NA-NA-P1 Form Visitors,2023-01-02,31.0
416,KPI-Search-NA-NA-P1 Form Completes,2023-01-02,2.0
417,KPI-Other-NA-NA-Web Visits,2023-01-03,1896.0
418,KPI-Other-NA-NA-P1 Form Visitors,2023-01-03,263.0
419,KPI-Other-NA-NA-P1 Form Completes,2023-01-03,10.0
420,KPI-Search-NA-NA-Web Visits,2023-01-03,4803.0
421,KPI-Search-NA-NA-P1 Form Visitors,2023-01-03,46.0
422,KPI-Search-NA-NA-P1 Form Completes,2023-01-03,8.0
423,KPI-Direct-NA-NA-Web Visits,2023-01-03,9305.0
424,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-03,90.0
425,KPI-Direct-NA-NA-P1 Form Completes,2023-01-03,10.0
426,KPI-Other-NA-NA-Web Visits,2023-01-04,2819.0
427,KPI-Other-NA-NA-P1 Form Visitors,2023-01-04,326.0
428,KPI-Other-NA-NA-P1 Form Completes,2023-01-04,1.0
429,KPI-Search-NA-NA-Web Visits,2023-01-04,5437.0
430,KPI-Search-NA-NA-P1 Form Visitors,2023-01-04,46.0
431,KPI-Search-NA-NA-P1 Form Completes,2023-01-04,2.0
432,KPI-Direct-NA-NA-Web Visits,2023-01-04,14753.0
433,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-04,51.0
434,KPI-Direct-NA-NA-P1 Form Completes,2023-01-04,4.0
435,KPI-Search-NA-NA-Web Visits,2023-01-05,5573.0
436,KPI-Search-NA-NA-P1 Form Visitors,2023-01-05,56.0
437,KPI-Search-NA-NA-P1 Form Completes,2023-01-05,5.0
438,KPI-Other-NA-NA-Web Visits,2023-01-05,2460.0
439,KPI-Other-NA-NA-P1 Form Visitors,2023-01-05,286.0
440,KPI-Other-NA-NA-P1 Form Completes,2023-01-05,5.0
441,KPI-Direct-NA-NA-Web Visits,2023-01-05,10579.0
442,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-05,44.0
443,KPI-Direct-NA-NA-P1 Form Completes,2023-01-05,6.0
444,KPI-Other-NA-NA-Web Visits,2023-01-06,2344.0
445,KPI-Other-NA-NA-P1 Form Visitors,2023-01-06,365.0
446,KPI-Other-NA-NA-P1 Form Completes,2023-01-06,8.0
447,KPI-Direct-NA-NA-Web Visits,2023-01-06,8691.0
448,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-06,42.0
449,KPI-Direct-NA-NA-P1 Form Completes,2023-01-06,7.0
450,KPI-Search-NA-NA-Web Visits,2023-01-06,4518.0
451,KPI-Search-NA-NA-P1 Form Visitors,2023-01-06,47.0
452,KPI-Search-NA-NA-P1 Form Completes,2023-01-06,8.0
453,KPI-Other-NA-NA-Web Visits,2023-01-07,1724.0
454,KPI-Other-NA-NA-P1 Form Visitors,2023-01-07,250.0
455,KPI-Other-NA-NA-P1 Form Completes,2023-01-07,2.0
456,KPI-Direct-NA-NA-Web Visits,2023-01-07,3974.0
457,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-07,75.0
458,KPI-Direct-NA-NA-P1 Form Completes,2023-01-07,1.0
459,KPI-Search-NA-NA-Web Visits,2023-01-07,1977.0
460,KPI-Search-NA-NA-P1 Form Visitors,2023-01-07,27.0
461,KPI-Search-NA-NA-P1 Form Completes,2023-01-07,0.0
462,KPI-Other-NA-NA-Web Visits,2023-01-08,1680.0
463,KPI-Other-NA-NA-P1 Form Visitors,2023-01-08,325.0
464,KPI-Other-NA-NA-P1 Form Completes,2023-01-08,1.0
465,KPI-Search-NA-NA-Web Visits,2023-01-08,2063.0
466,KPI-Search-NA-NA-P1 Form Visitors,2023-01-08,20.0
467,KPI-Search-NA-NA-P1 Form Completes,2023-01-08,2.0
468,KPI-Direct-NA-NA-Web Visits,2023-01-08,3112.0
469,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-08,14.0
470,KPI-Direct-NA-NA-P1 Form Completes,2023-01-08,1.0
471,KPI-Other-NA-NA-Web Visits,2023-01-09,5127.0
472,KPI-Other-NA-NA-P1 Form Visitors,2023-01-09,547.0
473,KPI-Other-NA-NA-P1 Form Completes,2023-01-09,6.0
474,KPI-Direct-NA-NA-Web Visits,2023-01-09,10946.0
475,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-09,98.0
476,KPI-Direct-NA-NA-P1 Form Completes,2023-01-09,9.0
477,KPI-Search-NA-NA-Web Visits,2023-01-09,5572.0
478,KPI-Search-NA-NA-P1 Form Visitors,2023-01-09,62.0
479,KPI-Search-NA-NA-P1 Form Completes,2023-01-09,5.0
480,KPI-Other-NA-NA-Web Visits,2023-01-10,5449.0
481,KPI-Other-NA-NA-P1 Form Visitors,2023-01-10,193.0
482,KPI-Other-NA-NA-P1 Form Completes,2023-01-10,7.0
483,KPI-Search-NA-NA-Web Visits,2023-01-10,6241.0
484,KPI-Search-NA-NA-P1 Form Visitors,2023-01-10,64.0
485,KPI-Search-NA-NA-P1 Form Completes,2023-01-10,5.0
486,KPI-Direct-NA-NA-Web Visits,2023-01-10,12114.0
487,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-10,50.0
488,KPI-Direct-NA-NA-P1 Form Completes,2023-01-10,11.0
489,KPI-Direct-NA-NA-Web Visits,2023-01-11,12176.0
490,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-11,51.0
491,KPI-Direct-NA-NA-P1 Form Completes,2023-01-11,11.0
492,KPI-Other-NA-NA-Web Visits,2023-01-11,6555.0
493,KPI-Other-NA-NA-P1 Form Visitors,2023-01-11,646.0
494,KPI-Other-NA-NA-P1 Form Completes,2023-01-11,6.0
495,KPI-Search-NA-NA-Web Visits,2023-01-11,6475.0
496,KPI-Search-NA-NA-P1 Form Visitors,2023-01-11,77.0
497,KPI-Search-NA-NA-P1 Form Completes,2023-01-11,9.0
498,KPI-Other-NA-NA-Web Visits,2023-01-12,9287.0
499,KPI-Other-NA-NA-P1 Form Visitors,2023-01-12,588.0
500,KPI-Other-NA-NA-P1 Form Completes,2023-01-12,7.0
501,KPI-Direct-NA-NA-Web Visits,2023-01-12,12896.0
502,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-12,47.0
503,KPI-Direct-NA-NA-P1 Form Completes,2023-01-12,6.0
504,KPI-Search-NA-NA-Web Visits,2023-01-12,5857.0
505,KPI-Search-NA-NA-P1 Form Visitors,2023-01-12,64.0
506,KPI-Search-NA-NA-P1 Form Completes,2023-01-12,9.0
507,KPI-Other-NA-NA-Web Visits,2023-01-13,15474.0
508,KPI-Other-NA-NA-P1 Form Visitors,2023-01-13,587.0
509,KPI-Other-NA-NA-P1 Form Completes,2023-01-13,3.0
510,KPI-Search-NA-NA-Web Visits,2023-01-13,5168.0
511,KPI-Search-NA-NA-P1 Form Visitors,2023-01-13,49.0
512,KPI-Search-NA-NA-P1 Form Completes,2023-01-13,3.0
513,KPI-Direct-NA-NA-Web Visits,2023-01-13,10841.0
514,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-13,47.0
515,KPI-Direct-NA-NA-P1 Form Completes,2023-01-13,6.0
516,KPI-Other-NA-NA-Web Visits,2023-01-14,2675.0
517,KPI-Other-NA-NA-P1 Form Visitors,2023-01-14,317.0
518,KPI-Other-NA-NA-P1 Form Completes,2023-01-14,8.0
519,KPI-Direct-NA-NA-Web Visits,2023-01-14,3326.0
520,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-14,24.0
521,KPI-Direct-NA-NA-P1 Form Completes,2023-01-14,2.0
522,KPI-Search-NA-NA-Web Visits,2023-01-14,2162.0
523,KPI-Search-NA-NA-P1 Form Visitors,2023-01-14,30.0
524,KPI-Search-NA-NA-P1 Form Completes,2023-01-14,3.0
525,KPI-Search-NA-NA-Web Visits,2023-01-15,2223.0
526,KPI-Search-NA-NA-P1 Form Visitors,2023-01-15,26.0
527,KPI-Search-NA-NA-P1 Form Completes,2023-01-15,6.0
528,KPI-Other-NA-NA-Web Visits,2023-01-15,2909.0
529,KPI-Other-NA-NA-P1 Form Visitors,2023-01-15,760.0
530,KPI-Other-NA-NA-P1 Form Completes,2023-01-15,8.0
531,KPI-Direct-NA-NA-Web Visits,2023-01-15,3825.0
532,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-15,27.0
533,KPI-Direct-NA-NA-P1 Form Completes,2023-01-15,3.0
534,KPI-Other-NA-NA-Web Visits,2023-01-16,2928.0
535,KPI-Other-NA-NA-P1 Form Visitors,2023-01-16,592.0
536,KPI-Other-NA-NA-P1 Form Completes,2023-01-16,9.0
537,KPI-Search-NA-NA-Web Visits,2023-01-16,4940.0
538,KPI-Search-NA-NA-P1 Form Visitors,2023-01-16,49.0
539,KPI-Search-NA-NA-P1 Form Completes,2023-01-16,12.0
540,KPI-Direct-NA-NA-Web Visits,2023-01-16,9534.0
541,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-16,105.0
542,KPI-Direct-NA-NA-P1 Form Completes,2023-01-16,10.0
543,KPI-Search-NA-NA-Web Visits,2023-01-17,6315.0
544,KPI-Search-NA-NA-P1 Form Visitors,2023-01-17,75.0
545,KPI-Search-NA-NA-P1 Form Completes,2023-01-17,9.0
546,KPI-Other-NA-NA-Web Visits,2023-01-17,3741.0
547,KPI-Other-NA-NA-P1 Form Visitors,2023-01-17,598.0
548,KPI-Other-NA-NA-P1 Form Completes,2023-01-17,9.0
549,KPI-Direct-NA-NA-Web Visits,2023-01-17,12547.0
550,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-17,69.0
551,KPI-Direct-NA-NA-P1 Form Completes,2023-01-17,6.0
552,KPI-Other-NA-NA-Web Visits,2023-01-18,4056.0
553,KPI-Other-NA-NA-P1 Form Visitors,2023-01-18,578.0
554,KPI-Other-NA-NA-P1 Form Completes,2023-01-18,9.0
555,KPI-Search-NA-NA-Web Visits,2023-01-18,6387.0
556,KPI-Search-NA-NA-P1 Form Visitors,2023-01-18,57.0
557,KPI-Search-NA-NA-P1 Form Completes,2023-01-18,9.0
558,KPI-Direct-NA-NA-Web Visits,2023-01-18,12483.0
559,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-18,102.0
560,KPI-Direct-NA-NA-P1 Form Completes,2023-01-18,11.0
561,KPI-Search-NA-NA-Web Visits,2023-01-19,6440.0
562,KPI-Search-NA-NA-P1 Form Visitors,2023-01-19,79.0
563,KPI-Search-NA-NA-P1 Form Completes,2023-01-19,11.0
564,KPI-Other-NA-NA-Web Visits,2023-01-19,3771.0
565,KPI-Other-NA-NA-P1 Form Visitors,2023-01-19,927.0
566,KPI-Other-NA-NA-P1 Form Completes,2023-01-19,8.0
567,KPI-Direct-NA-NA-Web Visits,2023-01-19,12021.0
568,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-19,70.0
569,KPI-Direct-NA-NA-P1 Form Completes,2023-01-19,13.0
570,KPI-Other-NA-NA-Web Visits,2023-01-20,3197.0
571,KPI-Other-NA-NA-P1 Form Visitors,2023-01-20,673.0
572,KPI-Other-NA-NA-P1 Form Completes,2023-01-20,5.0
573,KPI-Search-NA-NA-Web Visits,2023-01-20,5605.0
574,KPI-Search-NA-NA-P1 Form Visitors,2023-01-20,69.0
575,KPI-Search-NA-NA-P1 Form Completes,2023-01-20,5.0
576,KPI-Direct-NA-NA-Web Visits,2023-01-20,11283.0
577,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-20,116.0
578,KPI-Direct-NA-NA-P1 Form Completes,2023-01-20,6.0
579,KPI-Other-NA-NA-Web Visits,2023-01-21,2880.0
580,KPI-Other-NA-NA-P1 Form Visitors,2023-01-21,967.0
581,KPI-Other-NA-NA-P1 Form Completes,2023-01-21,4.0
582,KPI-Direct-NA-NA-Web Visits,2023-01-21,3463.0
583,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-21,23.0
584,KPI-Direct-NA-NA-P1 Form Completes,2023-01-21,2.0
585,KPI-Search-NA-NA-Web Visits,2023-01-21,2751.0
586,KPI-Search-NA-NA-P1 Form Visitors,2023-01-21,35.0
587,KPI-Search-NA-NA-P1 Form Completes,2023-01-21,2.0
588,KPI-Other-NA-NA-Web Visits,2023-01-22,2162.0
589,KPI-Other-NA-NA-P1 Form Visitors,2023-01-22,309.0
590,KPI-Other-NA-NA-P1 Form Completes,2023-01-22,2.0
591,KPI-Direct-NA-NA-Web Visits,2023-01-22,3777.0
592,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-22,16.0
593,KPI-Direct-NA-NA-P1 Form Completes,2023-01-22,2.0
594,KPI-Search-NA-NA-Web Visits,2023-01-22,2527.0
595,KPI-Search-NA-NA-P1 Form Visitors,2023-01-22,26.0
596,KPI-Search-NA-NA-P1 Form Completes,2023-01-22,1.0
597,KPI-Other-NA-NA-Web Visits,2023-01-23,3617.0
598,KPI-Other-NA-NA-P1 Form Visitors,2023-01-23,1099.0
599,KPI-Other-NA-NA-P1 Form Completes,2023-01-23,7.0
600,KPI-Search-NA-NA-Web Visits,2023-01-23,6650.0
601,KPI-Search-NA-NA-P1 Form Visitors,2023-01-23,58.0
602,KPI-Search-NA-NA-P1 Form Completes,2023-01-23,6.0
603,KPI-Direct-NA-NA-Web Visits,2023-01-23,11634.0
604,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-23,102.0
605,KPI-Direct-NA-NA-P1 Form Completes,2023-01-23,2.0
606,KPI-Other-NA-NA-Web Visits,2023-01-24,3336.0
607,KPI-Other-NA-NA-P1 Form Visitors,2023-01-24,393.0
608,KPI-Other-NA-NA-P1 Form Completes,2023-01-24,12.0
609,KPI-Search-NA-NA-Web Visits,2023-01-24,6721.0
610,KPI-Search-NA-NA-P1 Form Visitors,2023-01-24,72.0
611,KPI-Search-NA-NA-P1 Form Completes,2023-01-24,11.0
612,KPI-Direct-NA-NA-Web Visits,2023-01-24,12050.0
613,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-24,53.0
614,KPI-Direct-NA-NA-P1 Form Completes,2023-01-24,12.0
615,KPI-Other-NA-NA-Web Visits,2023-01-25,3725.0
616,KPI-Other-NA-NA-P1 Form Visitors,2023-01-25,1042.0
617,KPI-Other-NA-NA-P1 Form Completes,2023-01-25,12.0
618,KPI-Direct-NA-NA-Web Visits,2023-01-25,12452.0
619,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-25,64.0
620,KPI-Direct-NA-NA-P1 Form Completes,2023-01-25,8.0
621,KPI-Search-NA-NA-Web Visits,2023-01-25,6652.0
622,KPI-Search-NA-NA-P1 Form Visitors,2023-01-25,61.0
623,KPI-Search-NA-NA-P1 Form Completes,2023-01-25,11.0
624,KPI-Other-NA-NA-Web Visits,2023-01-26,3378.0
625,KPI-Other-NA-NA-P1 Form Visitors,2023-01-26,913.0
626,KPI-Other-NA-NA-P1 Form Completes,2023-01-26,10.0
627,KPI-Search-NA-NA-Web Visits,2023-01-26,6163.0
628,KPI-Search-NA-NA-P1 Form Visitors,2023-01-26,47.0
629,KPI-Search-NA-NA-P1 Form Completes,2023-01-26,11.0
630,KPI-Direct-NA-NA-Web Visits,2023-01-26,11895.0
631,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-26,63.0
632,KPI-Direct-NA-NA-P1 Form Completes,2023-01-26,8.0
633,KPI-Search-NA-NA-Web Visits,2023-01-27,5576.0
634,KPI-Search-NA-NA-P1 Form Visitors,2023-01-27,75.0
635,KPI-Search-NA-NA-P1 Form Completes,2023-01-27,8.0
636,KPI-Other-NA-NA-Web Visits,2023-01-27,4260.0
637,KPI-Other-NA-NA-P1 Form Visitors,2023-01-27,1671.0
638,KPI-Other-NA-NA-P1 Form Completes,2023-01-27,8.0
639,KPI-Direct-NA-NA-Web Visits,2023-01-27,10103.0
640,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-27,57.0
641,KPI-Direct-NA-NA-P1 Form Completes,2023-01-27,9.0
642,KPI-Other-NA-NA-Web Visits,2023-01-28,3809.0
643,KPI-Other-NA-NA-P1 Form Visitors,2023-01-28,1560.0
644,KPI-Other-NA-NA-P1 Form Completes,2023-01-28,4.0
645,KPI-Direct-NA-NA-Web Visits,2023-01-28,3446.0
646,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-28,30.0
647,KPI-Direct-NA-NA-P1 Form Completes,2023-01-28,1.0
648,KPI-Search-NA-NA-Web Visits,2023-01-28,2803.0
649,KPI-Search-NA-NA-P1 Form Visitors,2023-01-28,39.0
650,KPI-Search-NA-NA-P1 Form Completes,2023-01-28,0.0
651,KPI-Other-NA-NA-Web Visits,2023-01-29,3597.0
652,KPI-Other-NA-NA-P1 Form Visitors,2023-01-29,1616.0
653,KPI-Other-NA-NA-P1 Form Completes,2023-01-29,3.0
654,KPI-Search-NA-NA-Web Visits,2023-01-29,3029.0
655,KPI-Search-NA-NA-P1 Form Visitors,2023-01-29,46.0
656,KPI-Search-NA-NA-P1 Form Completes,2023-01-29,3.0
657,KPI-Direct-NA-NA-Web Visits,2023-01-29,3767.0
658,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-29,38.0
659,KPI-Direct-NA-NA-P1 Form Completes,2023-01-29,3.0
660,KPI-Other-NA-NA-Web Visits,2023-01-30,3222.0
661,KPI-Other-NA-NA-P1 Form Visitors,2023-01-30,586.0
662,KPI-Other-NA-NA-P1 Form Completes,2023-01-30,5.0
663,KPI-Direct-NA-NA-Web Visits,2023-01-30,12864.0
664,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-30,123.0
665,KPI-Direct-NA-NA-P1 Form Completes,2023-01-30,13.0
666,KPI-Search-NA-NA-Web Visits,2023-01-30,6766.0
667,KPI-Search-NA-NA-P1 Form Visitors,2023-01-30,54.0
668,KPI-Search-NA-NA-P1 Form Completes,2023-01-30,11.0
669,KPI-Search-NA-NA-Web Visits,2023-01-31,6561.0
670,KPI-Search-NA-NA-P1 Form Visitors,2023-01-31,72.0
671,KPI-Search-NA-NA-P1 Form Completes,2023-01-31,11.0
672,KPI-Other-NA-NA-Web Visits,2023-01-31,3037.0
673,KPI-Other-NA-NA-P1 Form Visitors,2023-01-31,712.0
674,KPI-Other-NA-NA-P1 Form Completes,2023-01-31,2.0
675,KPI-Direct-NA-NA-Web Visits,2023-01-31,12381.0
676,KPI-Direct-NA-NA-P1 Form Visitors,2023-01-31,69.0
677,KPI-Direct-NA-NA-P1 Form Completes,2023-01-31,13.0
678,KPI-Other-NA-NA-Web Visits,2023-02-01,4033.0
679,KPI-Other-NA-NA-P1 Form Visitors,2023-02-01,1139.0
680,KPI-Other-NA-NA-P1 Form Completes,2023-02-01,12.0
681,KPI-Search-NA-NA-Web Visits,2023-02-01,6849.0
682,KPI-Search-NA-NA-P1 Form Visitors,2023-02-01,74.0
683,KPI-Search-NA-NA-P1 Form Completes,2023-02-01,15.0
684,KPI-Direct-NA-NA-Web Visits,2023-02-01,13011.0
685,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-01,86.0
686,KPI-Direct-NA-NA-P1 Form Completes,2023-02-01,9.0
687,KPI-Other-NA-NA-Web Visits,2023-02-02,3080.0
688,KPI-Other-NA-NA-P1 Form Visitors,2023-02-02,671.0
689,KPI-Other-NA-NA-P1 Form Completes,2023-02-02,12.0
690,KPI-Search-NA-NA-Web Visits,2023-02-02,6345.0
691,KPI-Search-NA-NA-P1 Form Visitors,2023-02-02,59.0
692,KPI-Search-NA-NA-P1 Form Completes,2023-02-02,15.0
693,KPI-Direct-NA-NA-Web Visits,2023-02-02,12553.0
694,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-02,59.0
695,KPI-Direct-NA-NA-P1 Form Completes,2023-02-02,14.0
696,KPI-Other-NA-NA-Web Visits,2023-02-03,3352.0
697,KPI-Other-NA-NA-P1 Form Visitors,2023-02-03,1370.0
698,KPI-Other-NA-NA-P1 Form Completes,2023-02-03,11.0
699,KPI-Direct-NA-NA-Web Visits,2023-02-03,11190.0
700,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-03,104.0
701,KPI-Direct-NA-NA-P1 Form Completes,2023-02-03,9.0
702,KPI-Search-NA-NA-Web Visits,2023-02-03,5882.0
703,KPI-Search-NA-NA-P1 Form Visitors,2023-02-03,52.0
704,KPI-Search-NA-NA-P1 Form Completes,2023-02-03,7.0
705,KPI-Other-NA-NA-Web Visits,2023-02-04,1938.0
706,KPI-Other-NA-NA-P1 Form Visitors,2023-02-04,972.0
707,KPI-Other-NA-NA-P1 Form Completes,2023-02-04,7.0
708,KPI-Search-NA-NA-Web Visits,2023-02-04,2556.0
709,KPI-Search-NA-NA-P1 Form Visitors,2023-02-04,31.0
710,KPI-Search-NA-NA-P1 Form Completes,2023-02-04,6.0
711,KPI-Direct-NA-NA-Web Visits,2023-02-04,3984.0
712,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-04,79.0
713,KPI-Direct-NA-NA-P1 Form Completes,2023-02-04,3.0
714,KPI-Other-NA-NA-Web Visits,2023-02-05,2416.0
715,KPI-Other-NA-NA-P1 Form Visitors,2023-02-05,1459.0
716,KPI-Other-NA-NA-P1 Form Completes,2023-02-05,6.0
717,KPI-Search-NA-NA-Web Visits,2023-02-05,2656.0
718,KPI-Search-NA-NA-P1 Form Visitors,2023-02-05,33.0
719,KPI-Search-NA-NA-P1 Form Completes,2023-02-05,5.0
720,KPI-Direct-NA-NA-Web Visits,2023-02-05,3648.0
721,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-05,33.0
722,KPI-Direct-NA-NA-P1 Form Completes,2023-02-05,1.0
723,KPI-Other-NA-NA-Web Visits,2023-02-06,2318.0
724,KPI-Other-NA-NA-P1 Form Visitors,2023-02-06,773.0
725,KPI-Other-NA-NA-P1 Form Completes,2023-02-06,8.0
726,KPI-Direct-NA-NA-Web Visits,2023-02-06,12271.0
727,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-06,58.0
728,KPI-Direct-NA-NA-P1 Form Completes,2023-02-06,9.0
729,KPI-Search-NA-NA-Web Visits,2023-02-06,6046.0
730,KPI-Search-NA-NA-P1 Form Visitors,2023-02-06,63.0
731,KPI-Search-NA-NA-P1 Form Completes,2023-02-06,8.0
732,KPI-Other-NA-NA-Web Visits,2023-02-07,2085.0
733,KPI-Other-NA-NA-P1 Form Visitors,2023-02-07,567.0
734,KPI-Other-NA-NA-P1 Form Completes,2023-02-07,5.0
735,KPI-Search-NA-NA-Web Visits,2023-02-07,6392.0
736,KPI-Search-NA-NA-P1 Form Visitors,2023-02-07,43.0
737,KPI-Search-NA-NA-P1 Form Completes,2023-02-07,8.0
738,KPI-Direct-NA-NA-Web Visits,2023-02-07,12870.0
739,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-07,121.0
740,KPI-Direct-NA-NA-P1 Form Completes,2023-02-07,3.0
741,KPI-Search-NA-NA-Web Visits,2023-02-08,6540.0
742,KPI-Search-NA-NA-P1 Form Visitors,2023-02-08,69.0
743,KPI-Search-NA-NA-P1 Form Completes,2023-02-08,13.0
744,KPI-Other-NA-NA-Web Visits,2023-02-08,2637.0
745,KPI-Other-NA-NA-P1 Form Visitors,2023-02-08,906.0
746,KPI-Other-NA-NA-P1 Form Completes,2023-02-08,17.0
747,KPI-Direct-NA-NA-Web Visits,2023-02-08,12664.0
748,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-08,105.0
749,KPI-Direct-NA-NA-P1 Form Completes,2023-02-08,9.0
750,KPI-Search-NA-NA-Web Visits,2023-02-09,6425.0
751,KPI-Search-NA-NA-P1 Form Visitors,2023-02-09,77.0
752,KPI-Search-NA-NA-P1 Form Completes,2023-02-09,18.0
753,KPI-Other-NA-NA-Web Visits,2023-02-09,2830.0
754,KPI-Other-NA-NA-P1 Form Visitors,2023-02-09,1354.0
755,KPI-Other-NA-NA-P1 Form Completes,2023-02-09,9.0
756,KPI-Direct-NA-NA-Web Visits,2023-02-09,12639.0
757,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-09,59.0
758,KPI-Direct-NA-NA-P1 Form Completes,2023-02-09,11.0
759,KPI-Search-NA-NA-Web Visits,2023-02-10,5248.0
760,KPI-Search-NA-NA-P1 Form Visitors,2023-02-10,54.0
761,KPI-Search-NA-NA-P1 Form Completes,2023-02-10,9.0
762,KPI-Other-NA-NA-Web Visits,2023-02-10,2035.0
763,KPI-Other-NA-NA-P1 Form Visitors,2023-02-10,727.0
764,KPI-Other-NA-NA-P1 Form Completes,2023-02-10,7.0
765,KPI-Direct-NA-NA-Web Visits,2023-02-10,11325.0
766,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-10,49.0
767,KPI-Direct-NA-NA-P1 Form Completes,2023-02-10,10.0
768,KPI-Other-NA-NA-Web Visits,2023-02-11,1614.0
769,KPI-Other-NA-NA-P1 Form Visitors,2023-02-11,800.0
770,KPI-Other-NA-NA-P1 Form Completes,2023-02-11,8.0
771,KPI-Search-NA-NA-Web Visits,2023-02-11,2255.0
772,KPI-Search-NA-NA-P1 Form Visitors,2023-02-11,42.0
773,KPI-Search-NA-NA-P1 Form Completes,2023-02-11,7.0
774,KPI-Direct-NA-NA-Web Visits,2023-02-11,2965.0
775,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-11,33.0
776,KPI-Direct-NA-NA-P1 Form Completes,2023-02-11,4.0
777,KPI-Other-NA-NA-Web Visits,2023-02-12,1610.0
778,KPI-Other-NA-NA-P1 Form Visitors,2023-02-12,828.0
779,KPI-Other-NA-NA-P1 Form Completes,2023-02-12,6.0
780,KPI-Search-NA-NA-Web Visits,2023-02-12,2396.0
781,KPI-Search-NA-NA-P1 Form Visitors,2023-02-12,37.0
782,KPI-Search-NA-NA-P1 Form Completes,2023-02-12,4.0
783,KPI-Direct-NA-NA-Web Visits,2023-02-12,3036.0
784,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-12,29.0
785,KPI-Direct-NA-NA-P1 Form Completes,2023-02-12,1.0
786,KPI-Other-NA-NA-Web Visits,2023-02-13,2224.0
787,KPI-Other-NA-NA-P1 Form Visitors,2023-02-13,711.0
788,KPI-Other-NA-NA-P1 Form Completes,2023-02-13,7.0
789,KPI-Search-NA-NA-Web Visits,2023-02-13,6080.0
790,KPI-Search-NA-NA-P1 Form Visitors,2023-02-13,72.0
791,KPI-Search-NA-NA-P1 Form Completes,2023-02-13,7.0
792,KPI-Direct-NA-NA-Web Visits,2023-02-13,12055.0
793,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-13,102.0
794,KPI-Direct-NA-NA-P1 Form Completes,2023-02-13,4.0
795,KPI-Other-NA-NA-Web Visits,2023-02-14,2587.0
796,KPI-Other-NA-NA-P1 Form Visitors,2023-02-14,948.0
797,KPI-Other-NA-NA-P1 Form Completes,2023-02-14,16.0
798,KPI-Direct-NA-NA-Web Visits,2023-02-14,12587.0
799,KPI-Direct-NA-NA-P1 Form Visitors,2023-02-14,62.0
800,KPI-Direct-NA-NA-P1 Form Completes,2023-02-14,14.0
801,KPI-Search-NA-NA-Web Visits,2023-02-14,5972.0
802,KPI-Search-NA-NA-P1 Form Visitors,2023-02-14,50.0
803,KPI-Search-NA-NA-P1 Form Completes,2023-02-14,9.0
804,KPI-Other-NA-NA-Web Visits,2023-02-15,2953.0
805,KPI-Other-NA-NA-P1 Form Visitors,2023-02-15,797.0
